Date,Open,High,Low,Close,Adj Close,Volume
2016-03-28,30.288462,30.788462,30.240385,30.701923,27.667404,40975600
2016-04-04,30.471153,30.490385,29.336538,29.605770,26.679588,178960700
2016-04-11,29.644230,29.903847,29.403847,29.836538,26.887552,126770300
2016-04-18,29.711538,30.144230,29.144230,29.576923,26.653597,173306000
2016-04-25,29.625000,30.019230,29.230770,29.567308,26.644930,150628200
2016-05-02,29.461538,29.798077,28.278847,28.961538,26.099033,150489900
2016-05-09,28.894230,29.567308,28.403847,28.500000,25.683113,166816400
2016-05-16,28.413462,28.971153,27.942308,28.423077,25.613794,162316100
2016-05-23,28.384615,29.153847,28.278847,28.961538,26.099033,120248900
2016-05-30,28.961538,29.173077,28.663462,28.788462,25.943064,97973800
2016-06-06,28.846153,29.326923,28.778847,28.884615,26.029713,134588000
2016-06-13,28.826923,29.721153,28.644230,29.423077,26.514959,253426800
2016-06-20,29.663462,30.115385,28.605770,28.673077,26.042727,255668900
2016-06-27,28.403847,30.413462,28.048077,30.278847,27.501188,223944800
2016-07-04,30.048077,31.028847,29.923077,30.961538,28.121258,146129600
2016-07-11,31.019230,31.682692,30.894230,31.615385,28.715120,192110000
2016-07-18,31.625000,31.730770,30.471153,30.826923,27.998991,215852900
2016-07-25,30.836538,30.846153,29.884615,29.942308,27.195522,210119000
2016-08-01,29.923077,30.240385,29.807692,30.076923,27.317789,124824700
2016-08-08,30.096153,30.192308,29.951923,30.038462,27.282856,122992100
2016-08-15,30.096153,30.221153,29.884615,30.048077,27.291588,116811600
2016-08-22,29.971153,30.355770,29.884615,30.028847,27.274122,118472400
2016-08-29,29.980770,30.259615,29.769230,30.086538,27.326521,140002100
2016-09-05,30.105770,30.134615,28.951923,28.951923,26.295994,148721800
2016-09-12,28.846153,29.394230,28.288462,28.538462,25.920460,247089100
2016-09-19,28.634615,28.951923,28.269230,28.740385,26.315800,146986600
2016-09-26,28.653847,28.942308,28.307692,28.480770,26.078089,159267600
2016-10-03,28.326923,28.605770,27.807692,27.961538,25.602661,147458200
2016-10-10,27.884615,28.182692,27.557692,27.778847,25.435385,149405900
2016-10-17,27.788462,28.096153,27.240385,27.865385,25.514622,196501800
2016-10-24,27.884615,28.451923,27.451923,28.096153,25.725922,182292500
2016-10-31,28.346153,28.509615,27.105770,27.346153,25.039190,171925800
2016-11-07,27.740385,29.653847,27.721153,29.528847,27.037752,264901400
2016-11-14,29.557692,29.711538,29.076923,29.490385,27.002533,154570500
2016-11-21,29.509615,30.278847,29.403847,30.230770,27.680456,90784000
2016-11-28,30.125000,30.278847,29.442308,30.134615,27.592417,171866500
2016-12-05,30.221153,30.692308,29.740385,30.557692,27.979799,137260300
2016-12-12,30.451923,30.769230,29.932692,30.528847,27.953386,230041700
2016-12-19,30.538462,31.134615,30.490385,30.653847,28.067844,147147800
2016-12-26,30.663462,30.817308,30.298077,30.384615,28.039145,79111800
2017-01-02,30.451923,30.615385,30.105770,30.394230,28.048019,105632800
2017-01-09,30.423077,30.442308,29.932692,30.153847,27.826193,136177200
2017-01-16,29.971153,30.240385,29.134615,29.355770,27.089718,181656700
2017-01-23,29.326923,29.336538,28.442308,28.855770,26.628317,195191700
2017-01-30,28.807692,28.942308,28.365385,28.557692,26.353247,149147800
2017-02-06,28.538462,28.663462,28.134615,28.576923,26.370993,129103400
2017-02-13,28.730770,29.298077,28.586538,29.201923,26.947750,150957600
2017-02-20,29.240385,29.413462,28.634615,29.028847,26.788031,121302500
2017-02-27,28.894230,29.182692,28.528847,28.961538,26.947681,153050700
2017-03-06,28.846153,29.259615,28.423077,29.115385,27.090834,177698500
2017-03-13,29.067308,29.096153,28.336538,28.730770,26.732962,148697400
2017-03-20,28.750000,28.769230,28.182692,28.576923,26.589815,129238800
2017-03-27,28.317308,28.884615,28.125000,28.653847,26.661386,177997200
2017-04-03,28.615385,29.250000,28.557692,28.836538,26.831379,126186000
2017-04-10,28.913462,29.067308,28.413462,28.423077,26.446669,91088100
2017-04-17,28.480770,29.365385,28.317308,28.413462,26.437721,190851200
2017-04-24,28.701923,28.778847,27.817308,27.875000,25.936703,189983700
2017-05-01,27.894230,28.182692,27.740385,28.096153,26.142477,126058800
2017-05-08,28.038462,28.125000,26.778847,27.182692,25.292532,174683300
2017-05-15,26.990385,27.673077,26.057692,26.971153,25.095703,227421800
2017-05-22,27.144230,27.403847,26.240385,26.394230,24.558895,182276200
2017-05-29,26.259615,26.865385,26.115385,26.807692,24.943607,147099100
2017-06-05,26.826923,26.990385,26.346153,26.865385,24.997290,194309300
2017-06-12,28.115385,28.336538,27.250000,27.884615,25.945646,383205800
2017-06-19,27.846153,27.884615,26.442308,26.509615,25.099207,187123900
2017-06-26,26.528847,26.615385,25.759615,25.971153,24.589396,170386500
2017-07-03,26.115385,26.528847,24.980770,25.144230,23.806469,165489100
2017-07-10,25.125000,25.865385,24.855770,25.750000,24.380009,195331800
2017-07-17,25.730770,26.009615,24.288462,24.913462,23.587976,233419700
2017-07-24,24.788462,24.884615,24.375000,24.548077,23.242029,220440500
2017-07-31,24.557692,24.855770,24.355770,24.788462,23.469629,160310200
2017-08-07,24.750000,24.894230,24.221153,24.230770,22.941607,129564400
2017-08-14,24.307692,24.567308,23.500000,23.605770,22.349861,150098800
2017-08-21,23.548077,23.788462,23.365385,23.548077,22.295233,165332300
2017-08-28,23.586538,24.326923,23.221153,24.173077,22.886982,203690300
2017-09-04,24.096153,24.096153,22.673077,22.903847,21.685282,233247500
2017-09-11,22.884615,23.336538,22.711538,23.009615,21.785421,249853200
2017-09-18,23.038462,24.076923,23.009615,23.913462,22.876549,238626200
2017-09-25,23.961538,24.240385,23.086538,23.250000,22.241856,217940600
2017-10-02,23.288462,23.932692,23.173077,23.451923,22.435020,191408700
2017-10-09,23.173077,23.221153,21.951923,22.096153,21.138039,418482700
2017-10-16,22.105770,22.923077,21.250000,22.913462,21.919907,427800000
2017-10-23,22.538462,22.538462,19.846153,19.990385,19.123581,640944900
2017-10-30,19.826923,19.923077,18.875000,19.365385,18.525681,445355400
2017-11-06,19.730770,19.884615,19.086538,19.701923,18.847626,299514000
2017-11-13,19.480770,19.951923,16.788462,17.509615,16.750378,903048700
2017-11-20,17.259615,17.673077,17.019230,17.490385,16.731981,230461500
2017-11-27,17.634615,17.875000,17.173077,17.192308,16.446829,353818700
2017-12-04,17.307692,17.365385,16.923077,17.028847,16.290455,299628700
2017-12-11,16.932692,17.346153,16.855770,17.134615,16.507637,316197200
2017-12-18,17.182692,17.355770,16.692308,16.826923,16.211205,321383400
2017-12-25,16.778847,16.980770,16.586538,16.778847,16.164886,262651000
2018-01-01,16.903847,18.144230,16.855770,17.826923,17.297974,334335900
2018-01-08,17.951923,18.644230,17.403847,18.038462,17.503235,434327200
2018-01-15,17.615385,17.798077,15.403846,15.634615,15.170713,809795400
2018-01-22,15.288462,16.692308,15.192307,15.509615,15.049423,634828700
2018-01-29,15.403846,15.798077,15.000000,15.038462,14.592250,368447900
2018-02-05,14.884615,15.028846,13.682693,14.365385,13.939143,617511000
2018-02-12,14.480769,14.644231,13.971154,14.471154,14.041775,368996700
2018-02-19,14.346154,14.490385,13.894231,13.932693,13.519291,302834500
2018-02-26,13.836538,14.596154,13.413462,13.576923,13.287503,513098600
2018-03-05,13.634615,14.375000,13.576923,14.365385,14.059156,355999300
2018-03-12,14.442307,14.740385,13.634615,13.759615,13.466300,424242900
2018-03-19,13.711538,13.730769,12.519231,12.567307,12.299410,390539000
2018-03-26,12.721154,13.413462,12.240385,12.961538,12.685237,492984200
