Date,Open,High,Low,Close,Adj Close,Volume
2016-03-28,16.410000,16.430000,15.830000,15.980000,15.980000,21009400
2016-04-04,16.000000,17.830000,15.960000,16.650000,16.650000,145109900
2016-04-11,16.740000,17.910000,16.150000,17.580000,17.580000,84207200
2016-04-18,17.709999,17.770000,16.680000,17.230000,17.230000,88314200
2016-04-25,17.200001,17.980000,14.320000,14.620000,14.620000,210197200
2016-05-02,14.730000,14.980000,13.900000,14.400000,14.400000,144067600
2016-05-09,14.280000,14.860000,14.000000,14.100000,14.100000,72363800
2016-05-16,14.090000,14.590000,14.040000,14.430000,14.430000,75829200
2016-05-23,14.400000,15.100000,13.730000,15.100000,15.100000,121698000
2016-05-30,15.120000,15.490000,14.620000,15.200000,15.200000,71157400
2016-06-06,15.220000,15.450000,14.000000,14.020000,14.020000,77768400
2016-06-13,14.630000,16.440001,14.510000,16.100000,16.100000,189964600
2016-06-20,16.340000,17.070000,16.049999,16.440001,16.440001,108687300
2016-06-27,16.290001,17.500000,15.460000,17.280001,17.280001,95270600
2016-07-04,17.250000,18.160000,16.760000,18.080000,18.080000,69690800
2016-07-11,17.590000,18.379999,17.500000,18.080000,18.080000,102746500
2016-07-18,18.290001,18.900000,17.760000,18.370001,18.370001,105591100
2016-07-25,18.430000,18.700001,15.690000,16.639999,16.639999,205845500
2016-08-01,16.650000,18.580000,16.200001,18.260000,18.260000,154048200
2016-08-08,18.250000,19.830000,17.930000,19.540001,19.540001,122670300
2016-08-15,19.850000,21.100000,18.760000,18.980000,18.980000,169755900
2016-08-22,18.950001,18.969999,18.100000,18.299999,18.299999,72878100
2016-08-29,18.389999,20.139999,18.299999,19.549999,19.549999,114052800
2016-09-05,19.740000,20.650000,17.920000,18.110001,18.110001,126480200
2016-09-12,17.959999,19.250000,17.520000,19.110001,19.110001,105118000
2016-09-19,19.219999,22.889999,18.129999,22.620001,22.620001,264058000
2016-09-26,21.790001,23.980000,21.650000,23.049999,23.049999,249291700
2016-10-03,23.780001,25.250000,19.600000,19.850000,19.850000,271567100
2016-10-10,17.490000,18.240000,16.280001,16.879999,16.879999,270022800
2016-10-17,16.760000,18.350000,16.430000,18.090000,18.090000,135201200
2016-10-24,17.600000,18.370001,17.070000,17.660000,17.660000,202671800
2016-10-31,17.650000,18.340000,17.260000,18.020000,18.020000,110991400
2016-11-07,18.110001,19.299999,17.770000,18.549999,18.549999,126543700
2016-11-14,18.750000,19.510000,18.500000,18.730000,18.730000,86322800
2016-11-21,18.719999,18.910000,18.030001,18.059999,18.059999,48617600
2016-11-28,18.000000,18.830000,17.740000,17.930000,17.930000,85258000
2016-12-05,17.959999,19.840000,17.870001,19.650000,19.650000,93997700
2016-12-12,19.480000,19.700001,18.530001,18.629999,18.629999,70325000
2016-12-19,18.600000,18.700001,16.160000,16.500000,16.500000,109590400
2016-12-26,16.520000,16.870001,16.219999,16.299999,16.299999,55212500
2017-01-02,16.309999,17.430000,16.209999,17.170000,17.170000,58748700
2017-01-09,17.219999,17.780001,16.959999,17.250000,17.250000,57082800
2017-01-16,17.070000,17.150000,16.459999,16.580000,16.580000,53408200
2017-01-23,16.570000,17.070000,16.330000,16.570000,16.570000,57451500
2017-01-30,16.570000,17.920000,16.410000,17.610001,17.610001,99212100
2017-02-06,17.700001,18.770000,15.500000,15.580000,15.580000,259841100
2017-02-13,15.630000,16.889999,15.510000,16.620001,16.620001,135072200
2017-02-20,16.639999,16.690001,15.850000,15.980000,15.980000,54077300
