Date,Open,High,Low,Close,Adj Close,Volume
2016-03-28,35.410000,36.169998,35.139999,36.150002,35.660423,8707300
2016-04-04,36.450001,36.639999,34.630001,35.660000,35.177059,45509900
2016-04-11,35.869999,37.459999,35.139999,37.130001,36.627155,47103700
2016-04-18,37.060001,37.180000,36.080002,36.270000,35.778797,30459200
2016-04-25,36.279999,37.330002,35.139999,35.529999,35.048817,36550800
2016-05-02,35.869999,36.220001,34.400002,35.330002,34.851521,35888700
2016-05-09,35.419998,41.000000,34.930000,40.980000,40.425003,92769800
2016-05-16,40.669998,44.509998,40.540001,44.330002,43.729637,73311500
2016-05-23,44.520000,45.980000,44.130001,45.900002,45.278374,46832300
2016-05-30,46.099998,47.540001,45.660000,46.480000,45.969585,39694800
2016-06-06,46.599998,47.450001,45.799999,46.200001,45.692665,40568000
2016-06-13,46.250000,47.770000,46.160000,46.720001,46.206959,44810600
2016-06-20,47.470001,48.540001,45.299999,45.730000,45.227829,50611500
2016-06-27,45.349998,47.360001,44.570000,46.660000,46.147614,44984200
2016-07-04,46.400002,51.090000,46.029999,50.849998,50.291595,38024400
2016-07-11,51.580002,53.799999,51.520000,52.700001,52.121281,48891200
2016-07-18,53.349998,54.669998,52.770000,54.669998,54.069649,40229500
2016-07-25,55.000000,57.250000,54.759998,57.099998,56.472961,47586100
2016-08-01,57.340000,58.230000,55.500000,58.200001,57.560886,38170100
2016-08-08,59.000000,63.380001,58.119999,63.040001,62.347740,77713500
2016-08-15,63.110001,63.500000,60.660000,62.259998,61.576298,51985300
2016-08-22,62.450001,63.320000,60.759998,62.029999,61.348820,39725400
2016-08-29,62.279999,63.380001,61.160000,62.529999,61.957294,42492000
2016-09-05,62.750000,63.230000,59.000000,59.520000,58.974873,42936500
2016-09-12,58.730000,63.250000,57.320000,62.840000,62.264458,70168300
2016-09-19,63.500000,65.440002,62.740002,64.949997,64.355133,41711700
2016-09-26,64.209999,69.190002,63.529999,68.519997,67.892448,42979900
2016-10-03,68.519997,69.699997,66.260002,66.849998,66.237732,36903300
2016-10-10,67.199997,67.559998,63.700001,65.989998,65.385605,45413500
2016-10-17,65.980003,67.949997,65.519997,67.540001,66.921417,31363000
2016-10-24,68.000000,72.949997,67.989998,70.559998,69.913750,43765200
2016-10-31,70.790001,71.809998,66.580002,67.570000,66.951134,41497600
2016-11-07,69.550003,88.769997,66.760002,87.970001,87.164307,110435900
2016-11-14,88.089996,94.790001,83.620003,93.360001,92.504929,109257000
2016-11-21,94.089996,95.250000,92.379997,94.160004,93.297615,35103200
2016-11-28,93.870003,94.739998,84.769997,88.449997,87.771118,66940500
2016-12-05,89.989998,96.620003,89.000000,91.820000,91.115250,58643500
2016-12-12,89.849998,100.699997,87.540001,100.410004,99.639336,94853100
2016-12-19,99.699997,109.839996,99.000000,109.779999,108.937401,88355200
2016-12-26,112.059998,119.930000,102.800003,106.739998,105.920723,171611000
2017-01-02,104.400002,106.370003,99.379997,103.099998,102.308678,112709200
2017-01-09,103.500000,109.190002,101.620003,103.430000,102.636139,85108200
2017-01-16,103.000000,106.800003,99.110001,104.010002,103.211685,59280600
2017-01-23,103.800003,111.889999,103.699997,111.769997,110.912125,56287800
2017-01-30,110.919998,115.900002,107.910004,114.379997,113.502083,57618700
2017-02-06,114.000000,120.919998,112.599998,113.620003,112.747932,104905800
2017-02-13,113.389999,113.980003,104.790001,107.230003,106.406975,90363800
2017-02-20,108.230003,111.800003,95.699997,101.459999,100.681267,90212900
2017-02-27,102.199997,105.199997,96.220001,98.430000,97.797783,86614700
2017-03-06,96.959999,101.300003,95.169998,99.120003,98.483360,77587000
2017-03-13,99.540001,106.120003,99.510002,106.070000,105.388718,88849400
2017-03-20,106.779999,109.959999,105.300003,107.470001,106.779732,81306400
2017-03-27,105.580002,110.000000,103.580002,108.930000,108.230339,56385500
2017-04-03,108.949997,109.650002,98.410004,100.330002,99.685570,88193700
2017-04-10,100.360001,100.629997,95.489998,95.489998,94.876663,57386600
2017-04-17,96.010002,101.790001,95.800003,101.680000,101.026917,49853700
2017-04-24,102.959999,105.980003,102.110001,104.300003,103.630074,43851700
2017-05-01,104.739998,106.849998,102.559998,103.860001,103.192917,42820600
2017-05-08,104.339996,130.429993,102.309998,127.889999,127.068558,156110500
2017-05-15,129.559998,138.220001,127.050003,136.000000,135.126465,141350300
2017-05-22,137.770004,145.279999,135.710007,141.839996,141.077377,93030500
2017-05-29,143.699997,147.000000,142.050003,143.639999,142.867706,71694100
2017-06-05,142.979996,168.500000,142.509995,149.600006,148.795670,175620400
2017-06-12,145.880005,154.770004,142.110001,151.619995,150.804825,161086500
2017-06-19,153.410004,161.740005,153.220001,153.830002,153.002945,102849800
2017-06-26,155.160004,156.600006,143.500000,144.559998,143.782761,121347100
2017-07-03,145.050003,147.500000,138.580002,146.759995,145.970963,73262900
2017-07-10,149.740005,166.300003,148.679993,164.949997,164.063141,129318400
2017-07-17,166.330002,169.300003,161.300003,168.100006,167.196213,93560100
2017-07-24,168.389999,169.929993,157.559998,164.389999,163.506149,77142200
2017-07-31,164.940002,170.070007,160.619995,167.210007,166.310974,62525400
2017-08-07,168.389999,174.559998,152.910004,155.960007,155.121490,120720400
